Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-19711,13161989,Refactor Hive Schema Tool,mgergely,mgergely,Minor,Resolved,Fixed,25/May/18 06:39,23/Apr/22 10:35,
Bug,HIVE-20205,13173017,Upgrade HBase dependencies off alpha4 release,ngangam,ngangam,Minor,Resolved,Won't Fix,18/Jul/18 19:50,07/Apr/22 16:06,
Bug,HIVE-20258,13175266,Should Syncronize getInstance in ReplChangeManager,belugabehr,belugabehr,Minor,Resolved,Fixed,27/Jul/18 20:08,22/Mar/22 08:57,
Bug,HIVE-20168,13172050,ReduceSinkOperator Logging Hidden,bharos92,belugabehr,Minor,Resolved,Fixed,13/Jul/18 14:42,22/Mar/22 08:57,
Bug,HIVE-19203,13152291,Thread-Safety Issue in HiveMetaStore,afan,belugabehr,Minor,Resolved,Fixed,13/Apr/18 13:56,22/Mar/22 08:57,
Bug,HIVE-19888,13165957,"Misleading ""METASTORE_FILTER_HOOK will be ignored"" warning from SessionState",vanzin,vanzin,Minor,Resolved,Fixed,13/Jun/18 22:31,22/Mar/22 08:56,
Bug,HIVE-23719,13312102,MetaStoreDirectSql need to optime QuerySQL,,YulongZ,Minor,Resolved,Fixed,18/Jun/20 04:01,27/Jul/20 08:55,
Bug,HIVE-21397,13219887,BloomFilter for hive Managed [ACID] table does not work as expected,dkuzmenko,vaibhav_hnw,Blocker,Resolved,Fixed,06/Mar/19 11:58,22/Mar/22 08:55,
Bug,HIVE-21460,13222058,ACID: Load data followed by a select * query results in incorrect results,vgumashta,bgoerlitz,Blocker,Resolved,Fixed,16/Mar/19 07:08,22/Mar/22 08:55,
Bug,HIVE-20979,13201028,Fix memory leak in hive streaming,ShubhamChaurasia,ShubhamChaurasia,Critical,Resolved,Fixed,28/Nov/18 08:06,22/Mar/22 08:57,
Bug,HIVE-21675,13231147,CREATE VIEW IF NOT EXISTS broken,tlipcon,tlipcon,Critical,Resolved,Fixed,01/May/19 21:34,22/Mar/22 08:55,
Bug,HIVE-21507,13223963,Hive swallows NPE if no delegation token found,dionusos,dionusos,Critical,Resolved,Fixed,26/Mar/19 07:02,22/Mar/22 08:55,
Bug,HIVE-21531,13224489,Vectorization: all NULL hashcodes are not computed using Murmur3,gopalv,gopalv,Critical,Resolved,Fixed,28/Mar/19 05:53,22/Mar/22 08:55,
Bug,HIVE-25923,13426318,CLONE - SchemaTool error: Unknown version specified for initialization: 3.1.0,aamirmohammad002,aamirmohammad002,Critical,Resolved,Fixed,03/Feb/22 04:25,03/Feb/22 05:00,
Bug,HIVE-25730,13413073,Hive column update performance too low when table partition over 700,,srsok,Critical,Resolved,Duplicate,22/Nov/21 05:01,22/Nov/21 10:11,26/Nov/21 00:00
Bug,HIVE-21164,13211710,ACID: explore how we can avoid a move step during inserts/compaction,kuczoram,vgumashta,Major,Resolved,Fixed,25/Jan/19 02:00,22/Mar/22 08:57,
Bug,HIVE-21167,13211898,Bucketing: Bucketing version 1 is incorrectly partitioning data,djaiswal,vgumashta,Major,Resolved,Fixed,25/Jan/19 18:24,22/Mar/22 08:57,
Bug,HIVE-20899,13197500,Keytab URI for LLAP YARN Service is restrictive to support HDFS only,gsaha,gsaha,Major,Resolved,Fixed,09/Nov/18 20:29,22/Mar/22 08:57,
Bug,HIVE-20935,13199044,Upload of llap package tarball fails in EC2 causing LLAP service start failure,gsaha,gsaha,Major,Resolved,Fixed,16/Nov/18 21:58,22/Mar/22 08:56,
Bug,HIVE-20951,13199689,LLAP: Set Xms to 50% always ,gopalv,gopalv,Major,Resolved,Fixed,20/Nov/18 20:27,22/Mar/22 08:56,
Bug,HIVE-21935,13242241,Hive Vectorization : degraded performance with vectorize UDF  ,mustafaiman,Rajkumar Singh,Major,Resolved,Fixed,28/Jun/19 21:42,22/Mar/22 08:55,
Bug,HIVE-22075,13248443,Fix the max-reducers=1 regression from HIVE-14200,gopalv,jcamachorodriguez,Major,Resolved,Fixed,01/Aug/19 22:28,22/Mar/22 08:55,
Bug,HIVE-21742,13233802,Vectorization: CASE result type casting,vgarg,gopalv,Major,Resolved,Fixed,16/May/19 15:51,22/Mar/22 08:55,
Bug,HIVE-21966,13243616,Llap external client - Arrow Serializer throws ArrayIndexOutOfBoundsException in some cases,ShubhamChaurasia,ShubhamChaurasia,Major,Resolved,Fixed,08/Jul/19 09:20,22/Mar/22 08:55,
Bug,HIVE-21631,13228901,Enhance metastore API to allow bulk-loading materialized views,jcamachorodriguez,ccondit,Major,Resolved,Fixed,18/Apr/19 16:39,22/Mar/22 08:55,
Bug,HIVE-21641,13229364,Llap external client returns decimal columns in different precision/scale as compared to beeline,ShubhamChaurasia,ShubhamChaurasia,Major,Resolved,Fixed,22/Apr/19 12:20,22/Mar/22 08:55,
Bug,HIVE-21660,13230606,Wrong result when union all and later view with explode is used,ganeshas,ganeshas,Major,Resolved,Fixed,29/Apr/19 06:37,22/Mar/22 08:55,
Bug,HIVE-21986,13244189,HiveServer Web UI: Setting the Strict-Transport-Security in default response header,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,10/Jul/19 22:51,22/Mar/22 08:55,
Bug,HIVE-21927,13241854,HiveServer Web UI: Setting the HttpOnly option in the cookies,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,27/Jun/19 05:58,22/Mar/22 08:55,
Bug,HIVE-21698,13231923,TezSessionState#ensureLocalResources() causes IndexOutOfBoundsException while localizing resources,nareshpr,ShubhamChaurasia,Major,Resolved,Fixed,07/May/19 04:21,22/Mar/22 08:55,
Bug,HIVE-21517,13224161,Fix AggregateStatsCache,mgergely,mgergely,Major,Resolved,Fixed,26/Mar/19 23:14,22/Mar/22 08:55,
Bug,HIVE-21864,13238934,LlapBaseInputFormat#closeAll() throws ConcurrentModificationException,ShubhamChaurasia,ShubhamChaurasia,Major,Resolved,Fixed,12/Jun/19 05:40,22/Mar/22 08:55,
Bug,HIVE-21686,13231390,Brute Force eviction can lead to a random uncontrolled eviction pattern.,bslim,bslim,Major,Resolved,Fixed,03/May/19 01:08,22/Mar/22 08:55,
Bug,HIVE-21791,13235409,Fix Surrogate Key issue for insert with select with limit operations,mgergely,mgergely,Major,Resolved,Fixed,24/May/19 14:13,22/Mar/22 08:55,
Bug,HIVE-21768,13234744,JDBC: Strip the default union prefix for un-enclosed UNION queries,gopalv,gopalv,Major,Resolved,Fixed,21/May/19 22:51,22/Mar/22 08:54,
Bug,HIVE-21516,13224160,Fix spark downloading for q tests,mgergely,mgergely,Major,Resolved,Fixed,26/Mar/19 22:44,22/Mar/22 08:54,
Bug,HIVE-21896,13240500,SHOW FUNCTIONS / SHOW FUNCTIONS LIKE - clarify,mgergely,mgergely,Major,Resolved,Fixed,19/Jun/19 20:24,22/Mar/22 08:54,
Bug,HIVE-25060,13375279,Hive Compactor doesn´t launch cleaner,FranTCS,FranTCS,Major,Resolved,Abandoned,27/Apr/21 09:24,04/Nov/21 12:03,
Bug,HIVE-24848,13362406,CBO failed with NPE,,Rajkumar Singh,Major,Resolved,Duplicate,04/Mar/21 20:09,04/Mar/21 20:12,
Bug,HIVE-21218,13213949,KafkaSerDe doesn't support topics created via Confluent Avro serializer,mcginnda,milan.baran,Major,Resolved,Fixed,05/Feb/19 15:45,18/Jun/20 04:48,
Bug,HIVE-21741,13233782,Backport HIVE-20221 & related fix HIVE-20833 to branch-3: Increase column width for partition_params,dlavati,dlavati,Major,Resolved,Fixed,16/May/19 13:57,01/Jun/20 07:16,
Bug,HIVE-21487,13223112,COMPLETED_COMPACTIONS and COMPACTION_QUEUE table missing appropriate indexes,lpinter,tlipcon,Major,Resolved,Fixed,21/Mar/19 15:48,27/Feb/20 08:21,
Bug,HIVE-22522,13269723,llap doesn't work using complex join operation,oceanhaiyang,oceanhaiyang,Major,Resolved,Fixed,21/Nov/19 03:27,02/Dec/19 04:14,
Bug,HIVE-22113,13250846,Prevent LLAP shutdown on AMReporter related RuntimeException,odraese,odraese,Major,Resolved,Fixed,14/Aug/19 18:34,16/Aug/19 01:40,
Bug,HIVE-22009,13245829,CTLV with user specified location is not honoured ,nareshpr,nareshpr,Major,Resolved,Fixed,18/Jul/19 16:44,24/Jul/19 15:45,
Bug,HIVE-21901,13240580,Join queries across different datasources (Druid and JDBC StorageHandler),,subramaniraju,Major,Resolved,Duplicate,20/Jun/19 05:36,09/Jul/19 17:54,
Bug,HIVE-21897,13240525,Setting serde / serde properties for partitions,mgergely,mgergely,Major,Resolved,Invalid,19/Jun/19 22:46,20/Jun/19 23:20,
Bug,HIVE-21513,13224135,ACID: Running merge concurrently with minor compaction causes a later select * to throw exception ,vgumashta,vgumashta,Major,Resolved,Duplicate,26/Mar/19 20:28,06/Jun/19 04:04,
Bug,HIVE-21257,13215403,Vectorized LENGTH UDF doesn't respect the max length of VARCHAR or CHAR in Hive 3+,teddy.choi,teddy.choi,Major,Resolved,Not A Problem,13/Feb/19 05:43,14/Feb/19 07:56,
Bug,HIVE-25672,13410124,Hive isn't purging older compaction entries from show compaction command,,Rohannimmagadda,Minor,Resolved,Fixed,04/Nov/21 19:48,30/Aug/22 19:00,
Bug,HIVE-25558,13403260,"create two tables and want to make some partitions on the table ,joins,union also ",,shivanagaraju,Minor,Resolved,Incomplete,25/Sep/21 14:01,28/Sep/21 08:35,28/Sep/21 00:00
Bug,HIVE-21493,13223414,BuddyAllocator - Metrics count for allocated arenas wrong if preallocation is done,odraese,odraese,Trivial,Resolved,Fixed,22/Mar/19 18:22,22/Mar/22 08:54,
Bug,HIVE-24319,13337643,unnecessary characters in hive-site.xml file in version 3.1.2,AhsanEht,Re-vanth,Blocker,Resolved,Fixed,28/Oct/20 11:05,28/Sep/22 11:43,
Bug,HIVE-23872,13317403,SemanticException Failed to get a spark session: org.apache.hadoop.hive.ql.metadata.HiveException: Failed to create Spark client for Spark session,,renjianting001,Blocker,Resolved,Abandoned,17/Jul/20 12:13,25/Apr/22 17:17,
Bug,HIVE-25876,13423402,Update log4j2 version to 2.17.1,,avs75,Blocker,Resolved,Duplicate,19/Jan/22 03:51,20/Feb/22 22:46,21/Jan/22 00:00
Bug,HIVE-24573,13348219,hive 3.1.2 drop table Sometimes it can't be deleted,nisarg_1995,zanmei,Blocker,Resolved,Fixed,29/Dec/20 03:58,26/Jan/22 13:12,
Bug,HIVE-24517,13345244,Add mapreduce workflow information to job configuration in MergeFileTask,ningsheng,ningsheng,Blocker,Resolved,Fixed,10/Dec/20 09:49,11/Dec/20 08:25,
Bug,HIVE-21753,13234188,Update HiveMetastore authorization to enable use of HiveAuthorizer implementation,rmani,rmani,Critical,Resolved,Fixed,20/May/19 00:11,22/Mar/22 08:55,
Bug,HIVE-21829,13237394,HiveMetaStore authorization issue with AlterTable and DropTable events,rmani,rmani,Critical,Resolved,Fixed,04/Jun/19 05:10,22/Mar/22 08:55,
Bug,HIVE-25795,13416529,[CVE-2021-44228] Update log4j2 version to 2.15.0,jotamartos,gupta.nikhil0007,Critical,Resolved,Fixed,10/Dec/21 10:51,22/Mar/22 08:52,
Bug,HIVE-26568,13483307,Upgrade Log4j2 to 2.18.0 due to CVEs,ngangam,ngangam,Major,Resolved,Duplicate,27/Sep/22 02:57,27/Sep/22 15:02,
Bug,HIVE-25839,13420500,Upgrade Log4j2 to 2.17.1 due to CVE-2021-44832,ghanko,weidong,Major,Resolved,Fixed,04/Jan/22 03:28,27/Sep/22 02:57,
Bug,HIVE-25777,13415649,ACID: Pick the compactor transaction over insert dir,dkuzmenko,gopalv,Major,Resolved,Fixed,06/Dec/21 17:50,30/Aug/22 09:34,
Bug,HIVE-25416,13393195,Hive metastore memory leak because datanucleus-api-jdo bug,Zing,shezhiming,Major,Resolved,Fixed,03/Aug/21 05:32,06/Jun/22 07:36,
Bug,HIVE-25156,13380052,reduce数设置为2后，查出的数据减少一半,,lt1111,Major,Resolved,Auto Closed,24/May/21 09:03,28/May/22 10:31,28/May/21 00:00
Bug,HIVE-23583,13308485,Upgrade to ant 1.10.9 due to CVEs,,prasad-acit,Major,Resolved,Duplicate,30/May/20 12:02,27/Apr/22 17:00,30/Jun/20 00:00
Bug,HIVE-25912,13425620,Drop external table at root of s3 bucket throws NPE,fcbai,fcbai,Major,Resolved,Fixed,30/Jan/22 07:37,18/Apr/22 00:21,14/Feb/22 00:00
Bug,HIVE-22712,13278527,ReExec Driver execute submit the query in default queue irrespective of user defined queue,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,09/Jan/20 19:56,22/Mar/22 08:55,
Bug,HIVE-22162,13253846,MVs are not using ACID tables by default,kkasa,kkasa,Major,Resolved,Fixed,30/Aug/19 07:03,22/Mar/22 08:55,
Bug,HIVE-22905,13286026,"Transaction is not aborted when query cancelled, only when session is closed",hamvas.aron,hamvas.aron,Major,Resolved,Fixed,18/Feb/20 16:23,22/Mar/22 08:55,
Bug,HIVE-22408,13264609,The fix for CALCITE-2991 creates wrong results on edge case,vgarg,scarlin,Major,Resolved,Fixed,26/Oct/19 15:29,22/Mar/22 08:55,
Bug,HIVE-22373,13263420,File Merge tasks fail when containers are reused,touchida,touchida,Major,Resolved,Fixed,20/Oct/19 16:33,22/Mar/22 08:55,
Bug,HIVE-22461,13266414,NPE Metastore Transformer,ychena,ychena,Major,Resolved,Fixed,05/Nov/19 19:55,22/Mar/22 08:55,
Bug,HIVE-22301,13260986,Hive lineage is not generated for insert overwrite queries on partitioned tables,kgyrtkirk,sidharthkmishra,Major,Resolved,Fixed,08/Oct/19 00:00,22/Mar/22 08:55,
Bug,HIVE-22948,13288429,QueryCache: Treat query cache locations as temporary storage,gopalv,gopalv,Major,Resolved,Fixed,29/Feb/20 05:09,22/Mar/22 08:54,
Bug,HIVE-22393,13264047,"HiveStreamingConnection: Exception in beginTransaction causes AbstractRecordWriter to throw NPE, covering up real exception",mattyb149,datto_aparrill,Major,Resolved,Fixed,23/Oct/19 15:29,22/Mar/22 08:54,
Bug,HIVE-22901,13285992,Variable substitution can lead to OOM on circular references,dvoros,dvoros,Major,Resolved,Fixed,18/Feb/20 13:56,22/Mar/22 08:54,
Bug,HIVE-25646,13408311,Thrift metastore URI reverse resolution could fail in some environments,prasanth_j,prasanth_j,Major,Resolved,Fixed,25/Oct/21 21:25,22/Mar/22 08:53,
Bug,HIVE-24342,13338228,isPathEncrypted should make sure resolved path also from HDFS,umamaheswararao,umamaheswararao,Major,Resolved,Fixed,31/Oct/20 21:25,22/Mar/22 08:53,
Bug,HIVE-24193,13329047,Select query on renamed hive acid table does not produce any output,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,23/Sep/20 18:01,22/Mar/22 08:53,
Bug,HIVE-24020,13321742,Automatic Compaction not working in existing partitions for Streaming Ingest with Dynamic Partition,vpnvishv,vpnvishv,Major,Resolved,Fixed,10/Aug/20 07:07,22/Mar/22 08:53,
Bug,HIVE-25299,13386694,Casting timestamp to numeric data types is incorrect for non-UTC timezones,adeshrao,adeshrao,Major,Resolved,Fixed,30/Jun/21 06:50,22/Mar/22 08:53,
Bug,HIVE-23498,13305789,Disable HTTP Trace method on ThriftHttpCliService,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,19/May/20 00:55,22/Mar/22 08:53,
Bug,HIVE-24902,13365987,Incorrect result after fold CASE into COALESCE,nemon,nemon,Major,Resolved,Fixed,18/Mar/21 04:03,22/Mar/22 08:53,
Bug,HIVE-25626,13407381,CBO fails when JDBC table specifies password via dbcp.password.uri,chiran54321,chiran54321,Major,Resolved,Fixed,19/Oct/21 20:26,22/Mar/22 08:52,
Bug,HIVE-25170,13380660,Data error in constant propagation caused by wrong colExprMap generated in SemanticAnalyzer,zhangweilst,zhangweilst,Major,Resolved,Fixed,27/May/21 03:56,22/Mar/22 08:52,
Bug,HIVE-25844,13420605,Exception deserialization error-s may cause beeline to terminate immediately,kgyrtkirk,kgyrtkirk,Major,Resolved,Fixed,04/Jan/22 15:35,22/Mar/22 08:52,
Bug,HIVE-24949,13368030,Fail to rename a partition with customized catalog,dengzh,yufeigu,Major,Resolved,Fixed,26/Mar/21 22:58,22/Mar/22 08:52,
Bug,HIVE-24113,13325806,NPE in GenericUDFToUnixTimeStamp,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,02/Sep/20 19:51,22/Mar/22 08:52,
Bug,HIVE-25991,13431082,Backport HIVE-25522 to branch-3,szehon,szehon,Major,Resolved,Fixed,28/Feb/22 20:10,08/Mar/22 19:37,
Bug,HIVE-25797,13416785,log4j2 has a critical RCE vulnerability CVE-2021-44228,,brahmareddy,Major,Resolved,Duplicate,11/Dec/21 14:44,11/Dec/21 15:00,
Bug,HIVE-25499,13399371,select unix_timestamp(dt) from table and select unix_timestamp(constant date)  are different,ashish-kumar-sharma,fsilent,Major,Resolved,Fixed,04/Sep/21 06:58,06/Sep/21 08:50,
Bug,HIVE-25298,13386577,LAG function get java.lang.ClassCastException: org.apache.hadoop.hive.common.type.HiveDecimal cannot be cast to org.apache.hadoop.hive.serde2.io.HiveDecimalWritable,,wenjunma003,Major,Resolved,Not A Bug,29/Jun/21 17:59,11/Aug/21 06:09,
Bug,HIVE-23129,13295694,Cast invalid string to date returns incorrect result,wenjunma003,yumwang,Major,Resolved,Duplicate,02/Apr/20 05:36,26/Jul/21 05:06,
Bug,HIVE-24689,13354880,Changing file format (from ORC) is not supported for table xxx,,yanhw,Major,Resolved,Not A Problem,27/Jan/21 09:42,27/Jan/21 09:58,
Bug,HIVE-22255,13259346,Hive don't trigger Major Compaction automatically if table contains only base files ,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,27/Sep/19 20:48,27/Jul/20 12:33,
Bug,HIVE-22807,13282616,NoSuchMethodError when running hive or schematool,,eilmrein,Major,Resolved,Not A Bug,31/Jan/20 13:43,01/Feb/20 13:02,
Bug,HIVE-24083,13324860,hcatalog error in Hadoop 3.3.0: authentication type needed,wuzhiguo,javsalgar,Minor,Resolved,Duplicate,27/Aug/20 14:55,23/Sep/22 11:58,
Bug,HIVE-25577,13404074,unix_timestamp() is ignoring the time zone value,ashish-kumar-sharma,ashish-kumar-sharma,Minor,Resolved,Fixed,29/Sep/21 13:29,24/May/22 15:06,
Bug,HIVE-25458,13395667,unix_timestamp() with string input give wrong result,ashish-kumar-sharma,ashish-kumar-sharma,Minor,Resolved,Fixed,17/Aug/21 11:20,24/May/22 15:06,
Bug,HIVE-25093,13376733,date_format() UDF is returning output in UTC time zone only ,ashish-kumar-sharma,ashish-kumar-sharma,Minor,Resolved,Fixed,05/May/21 07:11,24/May/22 14:00,
Bug,HIVE-26232,13445361,AcidUtils getLogicalLength shouldn't be called for external tables,,gupta.nikhil0007,Minor,Resolved,Duplicate,17/May/22 08:40,17/May/22 08:48,
Bug,HIVE-26036,13433679,NPE caused by getMTable() in ObjectStore,wechar,wechar,Minor,Resolved,Fixed,14/Mar/22 15:57,24/Mar/22 09:24,
Bug,HIVE-26396,13471725,The trunc function has a problem with precision interception and the result has many 0,simhadri-g,phZhou,Blocker,Resolved,Fixed,15/Jul/22 08:21,29/Jul/22 07:44,15/Jul/23 00:00
Bug,HIVE-26447,13474776,Vectorization: wrong results when filter on repeating map key orc table,yigress,yigress,Major,Resolved,Fixed,02/Aug/22 23:49,10/Aug/22 21:17,
Bug,HIVE-26374,13470421,Query based compaction fails for tables with CDT and columns with Reserved Keywords,chiran54321,chiran54321,Major,Resolved,Fixed,06/Jul/22 21:28,15/Jul/22 14:43,
Bug,HIVE-26197,13442819,Hive - Upgrade Ant to 1.10.11 due to CVE-2021-36373 and CVE-2021-36374,danielzhu,danielzhu,Major,Resolved,Fixed,02/May/22 16:14,11/May/22 15:58,
Bug,HIVE-21375,13219096,Closing TransactionBatch closes FileSystem for other batches in Hive streaming v1,szita,Absolutesantaja,Minor,Resolved,Fixed,02/Mar/19 17:25,02/Oct/20 08:21,
